id;id_regional;id_comuna;region;comuna;costo_bajo_gn;costo_alto_gn;costo_bajo_glp;costo_alto_glp;costo_bajo_ele;costo_alto_ele;costo_bajo_ker;costo_alto_ker;costo_bajo_len;costo_alto_len;costo_bajo_pel;costo_alto_pel
186;;7103;Del Maule;Curepto;;;167.2754947;167.2754947;;;74.05128205;74.05128205;;;;
187;;7104;Del Maule;Empedrado;;;165.9056317;165.9056317;;;66.66666667;74.35897436;;;;
188;;7105;Del Maule;Maule;;;145.3576865;167.4277017;;;66.66666667;74.35897436;;;;
189;;7106;Del Maule;Pelarco;;;153.7290715;153.7290715;;;66.66666667;74.35897436;;;;
190;;7107;Del Maule;Pencahue;;;153.7290715;153.7290715;;;66.66666667;74.35897436;;;;
191;;7108;Del Maule;Río Claro;;;153.7290715;153.7290715;;;73.94871795;73.94871795;;;;
192;;7109;Del Maule;San Clemente;;;127.3004013;165.5251142;;;72;73.64102564;;;;
193;;7110;Del Maule;San Rafael;;;153.7290715;153.7290715;;;68.20512821;68.20512821;;;;
194;;7201;Del Maule;Cauquenes;;;144.5966514;165.5251142;;;66.66666667;74.87179487;;;;
195;;7202;Del Maule;Chanco;;;147.6407915;147.6407915;;;66.66666667;74.35897436;;;;
196;;7203;Del Maule;Pelluhue;;;147.6407915;147.6407915;;;73.64102564;73.64102564;;;;
197;;7301;Del Maule;Curicó;;;158.2952816;158.2952816;;;74.35897436;74.35897436;;;;
198;;7302;Del Maule;Hualañé;;;167.2754947;167.2754947;;;74.76923077;74.76923077;;;;
199;;7303;Del Maule;Licantén;;;167.2754947;167.2754947;;;66.66666667;74.35897436;;;;
200;;7304;Del Maule;Molina;;;158.2952816;158.2952816;;;68.92307692;73.43589744;;;;
201;;7305;Del Maule;Rauco;;;158.2952816;158.2952816;;;73.64102564;73.64102564;;;;
202;;7306;Del Maule;Romeral;;;158.2952816;158.2952816;;;66.66666667;74.35897436;;;;
203;;7307;Del Maule;Sagrada Familia;;;158.2952816;158.2952816;;;66.66666667;74.35897436;;;;
204;;7308;Del Maule;Teno;;;158.2952816;158.2952816;;;74.66666667;74.66666667;;;;
205;;7309;Del Maule;Vichuquén;;;167.2754947;167.2754947;;;66.66666667;74.35897436;;;;
206;;7401;Del Maule;Linares;;;146.1187215;148.4018265;;;71.79487179;72.30769231;;;;
207;;7402;Del Maule;Colbún;;;152.9680365;152.9680365;;;73.74358974;73.74358974;;;;
208;;7403;Del Maule;Longaví;;;144.5966514;165.5251142;;;71.79487179;71.79487179;;;;
209;;7404;Del Maule;Parral;;;125.2248513;147.6407915;;;71.48717949;71.48717949;;;;
210;;7405;Del Maule;Retiro;;;147.6407915;147.6407915;;;74.35897436;74.35897436;;;;
211;;7406;Del Maule;San Javier;;;146.1187215;165.5251142;;;73.33333333;73.64102564;;;;
212;;7407;Del Maule;Villa Alegre;;;146.1187215;152.9680365;;;71.28205128;71.48717949;;;;
213;;7408;Del Maule;Yerbas Buenas;;;152.9680365;152.9680365;;;68.41025641;68.41025641;;;;
214;;8101;Del Bíobío;Concepción;115.321557;215.5684118;167.4277017;167.4277017;;;71.79487179;74.05128205;;;;
215;;8102;Del Bíobío;Coronel;115.321557;215.5684118;166.6666667;166.6666667;;;72.82051282;73.43589744;;;;
216;;8103;Del Bíobío;Chiguayante;115.321557;215.5684118;166.6666667;166.6666667;;;73.43589744;73.43589744;;;;
217;;8104;Del Bíobío;Florida;115.321557;215.5684118;146.1187215;178.8432268;;;71.38461538;71.38461538;;;;
218;;8105;Del Bíobío;Hualqui;115.321557;215.5684118;166.6666667;166.6666667;;;73.12820513;73.12820513;;;;
219;;8106;Del Bíobío;Lota;115.321557;215.5684118;166.6666667;166.6666667;;;72.1025641;72.20512821;;;;
220;;8107;Del Bíobío;Penco;115.321557;215.5684118;166.6666667;166.6666667;;;72.61538462;73.02564103;;;;
221;;8108;Del Bíobío;San Pedro de la Paz;115.321557;215.5684118;167.4277017;167.4277017;;;73.43589744;73.53846154;;;;
222;;8109;Del Bíobío;Santa Juana;115.321557;215.5684118;138.5083714;178.8432268;;;72.20512821;72.20512821;;;;
223;;8110;Del Bíobío;Talcahuano;115.321557;215.5684118;167.4277017;167.4277017;;;71.69230769;73.43589744;;;;
224;;8111;Del Bíobío;Tomé;115.321557;215.5684118;166.6666667;166.6666667;;;68.41025641;68.41025641;;;;
